MATRIX_NAME	KINASE	GENE_NAME	TYPE	SUBTYPE	FAMILY	UNIPROT_ID	UNIPROT_ENTRY_NAME	EMBL_ID	EMBL	ENSEMBL_GENE_ID	ENSEMBL_TRS_ID	ENSEMBL_PRO_ID	P_ENTREZGENEID	P_GI	PIR	REFSEQ_NT_ID	P_REFSEQ_AC	PDB_ID	BIOGRID_ID	DIP_ID	STRING_ID	CHEMBL_ID	DRUGBANK_ID	GUIDETOPHARMACOLOGY_ID	BIOMUTA_ID	DMDM_ID	CPTAC_ID	PROTEOMICSDB_ID	DNASU_ID	REACTOME_ID	CHITARS_ID	GENEWIKI_ID	GENOMERNAI_ID	HGNC_ID	KL_LIBRARY	DUAL_SPECIFICITY
NEK6	NEK6	NEK6	ser_thr	STK	Other	Q9HC98	NEK6_HUMAN	AF087909	AAG13417.1	ENSG00000119408	ENST00000373603;ENST00000373600;ENST00000320246;ENST00000444973;ENST00000454453;ENST00000373596;ENST00000425237;ENST00000423785;ENST00000422297;ENST00000447379;ENST00000540326;ENST00000545174;ENST00000539416;ENST00000546191;ENST00000394199	ENSP00000319734	10783	261244925	JC7838	NM_001145001.2	NP_001138473.1	nan	116000	nan	9606.ENSP00000362702	CHEMBL4309	nan	nan	NEK6	37537993	nan	81659	10783	R-HSA-2980767	NEK6	NEK6	10783	HGNC:7749	ser_thr	FALSE
NEK7	NEK7	NEK7	ser_thr	STK	Other	Q8TDX7	NEK7_HUMAN	AB062450	BAB85632.1	ENSG00000151414	ENST00000367385;ENST00000442588;ENST00000538004;ENST00000367383;ENST00000544035;ENST00000417895;ENST00000391974;ENST00000493790	ENSP00000356353	140609	119611700	nan	NM_133494.2	NP_598001.1	2WQM	126636	DIP-50780N	9606.ENSP00000356355	CHEMBL4849	nan	nan	NEK7	37537965	CPTAC-1621	74364	140609	R-HSA-2980767	NEK7	nan	140609	HGNC:13386	ser_thr	FALSE
NEK8	NEK8	NEK8	ser_thr	STK	Other	Q86SG6	NEK8_HUMAN	AY242354	AAO88243.1	ENSG00000160602	ENST00000579671;ENST00000584342;ENST00000579060;ENST00000268766;ENST00000543014;ENST00000581000;ENST00000593261;ENST00000592510	ENSP00000268766	284086	85567283	nan	NM_178170.2	NP_835464.1	nan	129755	nan	9606.ENSP00000268766	CHEMBL2417353	nan	nan	NEK8	34098463	nan	69588	284086	nan	nan	NEK8	284086	HGNC:13387	ser_thr	FALSE
NEK9	NEK9	NEK9	ser_thr	STK	Other	Q8TD19	NEK9_HUMAN	AY048580	AAL05428.1	ENSG00000119638	ENST00000238616;ENST00000678037;ENST00000678531;ENST00000678749;ENST00000555405;ENST00000557026;ENST00000677700;ENST00000676711;ENST00000555763;ENST00000556170;ENST00000555537;ENST00000676476;ENST00000553823;ENST00000557673;ENST00000677411;ENST00000554258;ENST00000555961;ENST00000553945	ENSP00000238616	91754	469474251	nan	NM_001329237.1	NP_001316166.1	3ZKE	124876	nan	9606.ENSP00000238616	CHEMBL5257	DB12010	nan	NEK9	116242675	nan	74219	91754	R-HSA-2980767	NEK9	NEK9	91754	HGNC:18591	ser_thr	FALSE
NIK	NIK	MAP3K14	ser_thr	STK	STE	Q99558	M3K14_HUMAN	Y10256	CAA71306.1	ENSG00000282637;ENSG00000006062	ENST00000633437;ENST00000634016;ENST00000344686;ENST00000680632;ENST00000376926;ENST00000592267;ENST00000586644;ENST00000617331	ENSP00000478552	9020	400977536	nan	NM_003954.4	NP_003945.2	4DN5	114487	DIP-27522N	9606.ENSP00000482657	CHEMBL5888	nan	2074	MAP3K14	92090612	nan	78326	9020	R-HSA-389357	MAP3K14	MAP3K14	9020	HGNC:6853	ser_thr	FALSE
NIM1	NIM1	NIM1K	ser_thr	STK	CAMK	Q8IY84	NIM1_HUMAN	AK122985	BAG53833.1	ENSG00000177453	ENST00000509362;ENST00000326035;ENST00000513797;ENST00000440285;ENST00000512796	ENSP00000313572	167359	23025781	nan	NM_153361.3	NP_699192.1	nan	127945	nan	9606.ENSP00000420849	CHEMBL3542	DB12010	2291	NIM1K	74759697	nan	71124	167359	nan	NIM1K	nan	167359	HGNC:28646	ser_thr	FALSE
NLK	NLK	NLK	ser_thr	STK	CMGC	Q9UBE8	NLK_HUMAN	AF197898	AAF04857.1	ENSG00000087095	ENST00000583517;ENST00000407008;ENST00000582037;ENST00000496808;ENST00000584188;ENST00000584878	ENSP00000384625	51701	149408126	nan	NM_016231.4	NP_057315.3	nan	119685	nan	9606.ENSP00000384625	CHEMBL5364	nan	2125	NLK	262527551	nan	83953	51701	R-HSA-4086398	NLK	NLK	51701	HGNC:29858	ser_thr	FALSE
NUAK1	NUAK1	NUAK1	ser_thr	STK	CAMK	O60285	NUAK1_HUMAN	AB011109	BAA25463.2	ENSG00000074590	ENST00000261402;ENST00000553094;ENST00000549704;ENST00000548902	ENSP00000261402	9891	14424095	nan	NM_014840.2	NP_055655.1	nan	115221	nan	9606.ENSP00000261402	CHEMBL5784	DB12010	2129	NUAK1	nan	nan	49314	9891	R-HSA-6804756	NUAK1	NUAK1	9891	HGNC:14311	ser_thr	FALSE
NUAK2	NUAK2	NUAK2	ser_thr	STK	CAMK	Q9H093	NUAK2_HUMAN	AL136891	CAB66825.1	ENSG00000163545	ENST00000367157	ENSP00000356125	81788	74761376	nan	NM_030952.2	NP_112214.2	nan	123581	nan	9606.ENSP00000356125	CHEMBL5698	DB11936	2130	NUAK2	74761376	nan	80220	81788	nan	NUAK2	NUAK2	81788	HGNC:29558	ser_thr	FALSE
OSR1	OSR1	OXSR1	ser_thr	STK	STE	O95747	OXSR1_HUMAN	AB017642	BAA75674.1	ENSG00000172939	ENST00000492714;ENST00000446845;ENST00000311806;ENST00000426620;ENST00000483695;ENST00000467900	ENSP00000311713	9943	223365836	nan	NM_005109.2	NP_005100.1	2V3S	115269	DIP-34977N	9606.ENSP00000311713	CHEMBL1163104	DB12010	nan	OXSR1	nan	nan	51019	9943	nan	OXSR1	OXSR1	9943	HGNC:8508	ser_thr	FALSE
P38A	P38A	MAPK14	ser_thr	STK	CMGC	Q16539	MK14_HUMAN	L35263	AAA57455.1	ENSG00000112062	ENST00000622903;ENST00000229795;ENST00000468133;ENST00000229794;ENST00000491957;ENST00000496250;ENST00000310795;ENST00000474429;ENST00000472333;ENST00000490379	ENSP00000229794	1432	387766237	S53536	NM_001315.2	NP_001306.1	1A9U	107819	DIP-30987N	9606.ENSP00000229795	CHEMBL260	DB02873	1499	MAPK14	nan	CPTAC-1325	60901	1432	R-HSA-168638	MAPK14	MAPK14	1432	HGNC:6876	ser_thr	FALSE
P38B	P38B	MAPK11	ser_thr	STK	CMGC	Q15759	MK11_HUMAN	U53442	AAB05036.1	ENSG00000185386	ENST00000330651;ENST00000395764;ENST00000417877;ENST00000495277	ENSP00000333685	5600	47678559	G02524	NM_002751.6	NP_002742.3	3GC8	111586	nan	9606.ENSP00000333685	CHEMBL3961	DB05157	1500	MAPK11	134047835	CPTAC-872	60745	5600	R-HSA-168638	nan	MAPK11	5600	HGNC:6873	ser_thr	FALSE
P38D	P38D	MAPK13	ser_thr	STK	CMGC	O15264	MK13_HUMAN	Y10488	CAA71512.1	ENSG00000156711	ENST00000476951;ENST00000373766;ENST00000211287;ENST00000373759;ENST00000490334	ENSP00000211287	5603	430800864	JC5528	NM_002754.4	NP_002745.1	3COI	111589	nan	9606.ENSP00000211287	CHEMBL2939	DB12010	1502	MAPK13	nan	CPTAC-876	48552	5603	R-HSA-168638	MAPK13	MAPK13	5603	HGNC:6875	ser_thr	FALSE
P38G	P38G	MAPK12	ser_thr	STK	CMGC	P53778	MK12_HUMAN	X79483	CAA55984.1	ENSG00000188130	ENST00000497036;ENST00000215659;ENST00000395780;ENST00000488504;ENST00000622558;ENST00000467891;ENST00000496942;ENST00000482969;ENST00000497738;ENST00000492218;ENST00000395778	ENSP00000215659	6300	47678561	JC5252	NM_001303252.2	NP_001290181.1	1CM8	112207	DIP-34241N	9606.ENSP00000215659	CHEMBL4674	DB05403	1501	MAPK12	2851522	CPTAC-874	56615	6300	R-HSA-168638	MAPK12	MAPK12	6300	HGNC:6874	ser_thr	FALSE
P70S6K	P70S6K	RPS6KB1	ser_thr	STK	AGC	P23443	KS6B1_HUMAN	M60724	AAA36410.1	ENSG00000108443	ENST00000472940;ENST00000477179;ENST00000443572;ENST00000489824;ENST00000406116;ENST00000225577;ENST00000592726;ENST00000587622;ENST00000590928;ENST00000475155;ENST00000587061;ENST00000393021	ENSP00000225577	6198	440546416	A41687	NM_001272042.1	NP_001258971.1	3A60	112112	DIP-29986N	9606.ENSP00000225577	CHEMBL4501	nan	1525	RPS6KB1	54041234	nan	28050	6198	R-HSA-166208	RPS6KB1	P70-S6_Kinase_1	6198	HGNC:10436	ser_thr	FALSE
P70S6KB	P70S6KB	RPS6KB2	ser_thr	STK	AGC	Q9UBS0	KS6B2_HUMAN	AB016869	BAA34402.1	ENSG00000175634	ENST00000530623;ENST00000556575;ENST00000524934;ENST00000524814;ENST00000312629;ENST00000420069;ENST00000528964;ENST00000525088;ENST00000525996;ENST00000525726;ENST00000526268;ENST00000531765	ENSP00000308413	6199	55953117	JE0377	NM_003952.2	NP_003943.2	nan	112113	nan	9606.ENSP00000308413	CHEMBL3111	nan	nan	RPS6KB2	296434560	nan	4623	6199	R-HSA-198693	RPS6KB2	RPS6KB2	6199	HGNC:10437	ser_thr	FALSE
P90RSK	P90RSK	RPS6KA1	ser_thr	STK	AGC	Q15418	KS6A1_HUMAN	L07597	AAC82497.1	ENSG00000281877;ENSG00000117676	ENST00000628001;ENST00000627677;ENST00000629832;ENST00000625208;ENST00000630838;ENST00000631108;ENST00000629025;ENST00000628081;ENST00000625391;ENST00000628816;ENST00000626401;ENST00000627022;ENST00000628256;ENST00000627890;ENST00000625549;ENST00000627508;ENST00000625911;ENST00000625863;ENST00000630873;ENST00000629099;ENST00000525525;ENST00000526040;ENST00000374168;ENST00000524436;ENST00000374166;ENST00000526792;ENST00000529454;ENST00000530003;ENST00000366866;ENST00000531113;ENST00000374163;ENST00000530607;ENST00000531382;ENST00000525582;ENST00000527264;ENST00000474934;ENST00000488985;ENST00000403732;ENST00000530305;ENST00000438977	ENSP00000363283	6195	292457	I51901	NM_001006665.1	NP_001006666.1	2WNT	112109	DIP-29987N	9606.ENSP00000435412	CHEMBL2553	DB12010	1527	RPS6KA1	20178306	nan	23324	6195	R-HSA-198753	RPS6KA1	RPS6KA1	6195	HGNC:10430	ser_thr	FALSE
PAK1	PAK1	PAK1	ser_thr	STK	STE	Q13153	PAK1_HUMAN	U51120	AAC50590.1	ENSG00000149269	ENST00000356341;ENST00000530617;ENST00000278568;ENST00000528203;ENST00000527457;ENST00000525542;ENST00000533285;ENST00000527535;ENST00000532991;ENST00000532711;ENST00000530358;ENST00000526103;ENST00000533468;ENST00000533568;ENST00000526910;ENST00000529248;ENST00000524847;ENST00000528592;ENST00000528633;ENST00000526968	ENSP00000278568	5058	9256907	G01773	NM_001128620.1	NP_001122092.1	1F3M	111095	DIP-31016N	9606.ENSP00000278568	CHEMBL4600	DB12010	2133	PAK1	90111767	nan	59193	5058	R-HSA-202433	PAK1	PAK1	5058	HGNC:8590	ser_thr	FALSE
PAK2	PAK2	PAK2	ser_thr	STK	STE	Q13177	PAK2_HUMAN	U24153	AAA65442.1	ENSG00000180370	ENST00000327134;ENST00000481344;ENST00000426668	ENSP00000314067	5062	984305	S58682	NM_002577.4	NP_002568.2	3PCS	111098	DIP-38249N	9606.ENSP00000314067	CHEMBL4487	DB12010	2134	PAK2	143811432	CPTAC-1628	59208	5062	R-HSA-164944	PAK2	PAK2	5062	HGNC:8591	ser_thr	FALSE
PAK3	PAK3	PAK3	ser_thr	STK	STE	O75914	PAK3_HUMAN	AF068864	AAC36097.1	ENSG00000077264	ENST00000425146;ENST00000446737;ENST00000372007;ENST00000484442;ENST00000372010;ENST00000519681;ENST00000518291;ENST00000429193;ENST00000262836;ENST00000360648;ENST00000417227;ENST00000487802	ENSP00000262836	5063	33353303	nan	NM_001128166.2	NP_001121638.1	6FD3	111099	nan	9606.ENSP00000353864	CHEMBL2999	DB12010	2135	PAK3	nan	nan	50266	5063	R-HSA-202433	PAK3	PAK3	5063	HGNC:8592	ser_thr	FALSE
PAK4	PAK4	PAK4	ser_thr	STK	STE	O96013	PAK4_HUMAN	AJ011855	CAA09820.1	ENSG00000130669	ENST00000602004;ENST00000599470;ENST00000321944;ENST00000593480;ENST00000358301;ENST00000597766;ENST00000593690;ENST00000599386;ENST00000599657;ENST00000360442;ENST00000597715;ENST00000600350	ENSP00000326864	10298	145580266	nan	NM_001014831.2	NP_001014831.1	2BVA	115586	DIP-39742N	9606.ENSP00000469413	CHEMBL4482	DB12010	2136	PAK4	nan	nan	51192	10298	R-HSA-428540	PAK4	PAK4	10298	HGNC:16059	ser_thr	FALSE
PAK5	PAK5	PAK5	ser_thr	STK	STE	Q9P286	PAK5_HUMAN	AB040812	BAA94194.1	ENSG00000101349	ENST00000378423;ENST00000353224;ENST00000378429	ENSP00000322957	57144	85544594	nan	NM_020341.3	NP_065074.1	2F57	121402	nan	9606.ENSP00000367686	CHEMBL4524	DB12010	2138	PAK5	12585290	nan	83751	57144	R-HSA-428540	PAK5	PAK7	57144	HGNC:15916	ser_thr	FALSE
PAK6	PAK6	PAK6	ser_thr	STK	STE	Q9NQU5	PAK6_HUMAN	AF276893	AAF82800.1	ENSG00000137843	ENST00000453867;ENST00000441369;ENST00000558658;ENST00000561230;ENST00000558055;ENST00000455577;ENST00000560346;ENST00000260404;ENST00000558878;ENST00000558183;ENST00000560806;ENST00000558106;ENST00000559617;ENST00000560684;ENST00000559139;ENST00000560669;ENST00000542403;ENST00000559901;ENST00000557926;ENST00000557808	ENSP00000260404	106821730	456367261	nan	NM_001128628.2	NP_001122100.1	2C30	121251	nan	9606.ENSP00000453858	CHEMBL4311	DB12010	2137	PAK6	23396789	nan	34018	56924	R-HSA-428540	PAK6	PAK6	nan	HGNC:16061	ser_thr	FALSE
PASK	PASK	PASK	ser_thr	STK	CAMK	Q96RG2	PASK_HUMAN	AF387103	AAK69752.1	ENSG00000115687	ENST00000234040;ENST00000472072;ENST00000405260;ENST00000358649;ENST00000489256;ENST00000475666;ENST00000403638;ENST00000493544;ENST00000459710;ENST00000437780;ENST00000433589;ENST00000415234;ENST00000485940;ENST00000452907;ENST00000544142;ENST00000629419	ENSP00000234040	23178	41017502	T17211	NM_001252119.1	NP_001239048.1	1LL8	116790	nan	9606.ENSP00000351475	CHEMBL6054	nan	nan	PASK	116242701	nan	33919	23178	nan	PASK	PASK	23178	HGNC:17270	ser_thr	FALSE
PBK	PBK	PBK	ser_thr	STK	Other	Q96KB5	TOPK_HUMAN	AB027249	BAA99576.1	ENSG00000168078	ENST00000301905;ENST00000522944;ENST00000524266;ENST00000521226	ENSP00000301905	55872	8037849	nan	NM_001278945.1	NP_001265874.1	5J0A	120971	nan	9606.ENSP00000428489	CHEMBL4896	nan	2140	PBK	83305809	nan	5416	55872	nan	PBK	PBK_(gene)	55872	HGNC:18282	ser_thr	FALSE
PDHK1	PDHK1	PDK1	ser_thr	STK	PDHK	Q15118	PDK1_HUMAN	L42450	AAC42009.1	ENSG00000152256	ENST00000443353;ENST00000436490;ENST00000282077;ENST00000392571;ENST00000410055;ENST00000431718;ENST00000416991;ENST00000439519;ENST00000466437	ENSP00000282077	5163	514052656	I55465	NM_001278549.1	NP_001265478.1	2Q8F	111189	DIP-29497N	9606.ENSP00000376352	CHEMBL4766	DB07403	2915	PDK1	3183117	nan	19593	5163	R-HSA-204174	PDK1	Pyruvate_dehydrogenase_lipoamide_kinase_isozyme_1	5163	HGNC:8809	ser_thr_tyr	TRUE
PDHK4	PDHK4	PDK4	ser_thr	STK	PDHK	Q16654	PDK4_HUMAN	U54628	AAC50670.1	ENSG00000004799	ENST00000005178;ENST00000473796;ENST00000468445;ENST00000498190;ENST00000473301	ENSP00000005178	5166	158428207	nan	NM_002612.3	NP_002603.1	2E0A	111192	nan	9606.ENSP00000005178	CHEMBL4141	DB08356	2144	PDK4	3183120	nan	61013	5166	R-HSA-204174	PDK4	PDK4	5166	HGNC:8812	ser_thr_tyr	TRUE
PDK1	PDK1	PDPK1	ser_thr	STK	AGC	O15530	PDPK1_HUMAN	AF017995	AAC51825.1	ENSG00000140992	ENST00000566659;ENST00000441549;ENST00000268673;ENST00000462923;ENST00000474706;ENST00000492021;ENST00000570136;ENST00000342085;ENST00000389224;ENST00000461815;ENST00000491073;ENST00000460496;ENST00000464702;ENST00000471311;ENST00000478708;ENST00000569721;ENST00000561962	ENSP00000268673	5170	325534040	nan	NM_001261816.1	NP_001248745.1	1H1W	111196	DIP-38372N	9606.ENSP00000344220	CHEMBL2534	DB07132	1519	PDPK1	nan	CPTAC-1052	34858	5170	R-HSA-114604	PDPK1	Phosphoinositide-dependent_kinase-1	5170	HGNC:8816	ser_thr	FALSE
PERK	PERK	EIF2AK3	ser_thr	STK	Other	Q9NZJ5	E2AK3_HUMAN	AF110146	AAD19961.1	ENSG00000172071	ENST00000303236;ENST00000652736;ENST00000652099;ENST00000652666;ENST00000415570;ENST00000470706;ENST00000478003;ENST00000652423	ENSP00000307235	9451	62988944	nan	NM_004836.6	NP_004827.4	4G31	114840	nan	9606.ENSP00000307235	CHEMBL6030	nan	2017	EIF2AK3	296439367	nan	83416	9451	R-HSA-381042	EIF2AK3	EIF2AK3	9451	HGNC:3255	ser_thr	FALSE
PHKG1	PHKG1	PHKG1	ser_thr	STK	CAMK	Q16816	PHKG1_HUMAN	X80590	CAA56681.1	ENSG00000164776	ENST00000297373;ENST00000446428;ENST00000432123;ENST00000471665;ENST00000395428;ENST00000489604;ENST00000467726;ENST00000492124;ENST00000452681;ENST00000537360	ENSP00000297373	5260	5453882	nan	NM_001258459.1	NP_001245388.1	nan	111278	nan	9606.ENSP00000445440	CHEMBL4004	DB12010	nan	PHKG1	2833281	nan	26053	5260	R-HSA-70221	PHKG1	PHKG1	5260	HGNC:8930	ser_thr	FALSE
PHKG2	PHKG2	PHKG2	ser_thr	STK	CAMK	P15735	PHKG2_HUMAN	M31606	AAA36442.1	ENSG00000156873	ENST00000565924;ENST00000424889;ENST00000564838;ENST00000563588;ENST00000328273;ENST00000563913;ENST00000565897;ENST00000563607;ENST00000569762;ENST00000569684;ENST00000561712	ENSP00000388571	5261	189941	KIHUCT	NM_000294.2	NP_000285.1	2Y7J	111279	nan	9606.ENSP00000455607	CHEMBL2349	nan	2147	PHKG2	125536	nan	53208	5261	R-HSA-70221	PHKG2	PHKG2	5261	HGNC:8931	ser_thr	FALSE
PIM1	PIM1	PIM1	ser_thr	STK	CAMK	P11309	PIM1_HUMAN	M27903	AAA60090.1	ENSG00000137193	ENST00000373509;ENST00000468243;ENST00000479509	ENSP00000362608	5292	394986289	TVHUP1	NM_001243186.1	NP_001230115.1	1XQZ	111310	nan	9606.ENSP00000362608	CHEMBL2147	DB08022	2158	PIM1	83305339	nan	52741	5292	R-HSA-6785807	PIM1	PIM1	5292	HGNC:8986	ser_thr	FALSE
PIM2	PIM2	PIM2	ser_thr	STK	CAMK	Q9P1W9	PIM2_HUMAN	U77735	AAC78506.1	ENSG00000102096	ENST00000376509;ENST00000485431;ENST00000442430	ENSP00000365692	11040	756143074	nan	NM_006875.3	NP_006866.2	2IWI	116228	nan	9606.ENSP00000365692	CHEMBL4523	nan	2159	PIM2	20139243	nan	83676	11040	nan	PIM2	PIM2_(gene)	11040	HGNC:8987	ser_thr	FALSE
PIM3	PIM3	PIM3	ser_thr	STK	CAMK	Q86V86	PIM3_HUMAN	AB114795	BAD42438.1	ENSG00000198355	ENST00000360612;ENST00000467480	ENSP00000353824	415116	158257442	nan	NM_001001852.3	NP_001001852.2	nan	136104	nan	9606.ENSP00000353824	CHEMBL5407	DB12010	2160	PIM3	215274221	nan	69976	415116	nan	PIM3	nan	415116	HGNC:19310	ser_thr	FALSE
PINK1	PINK1	PINK1	ser_thr	STK	Other	Q9BXM7	PINK1_HUMAN	AB053323	BAB55647.1	ENSG00000158828	ENST00000321556;ENST00000492302;ENST00000400490	ENSP00000364204	65018	310900647	nan	NM_032409.2	NP_115785.1	nan	122376	DIP-29427N	9606.ENSP00000364204	CHEMBL3337330	nan	nan	PINK1	48428484	nan	79455	65018	R-HSA-5205685	PINK1	PINK1	65018	HGNC:14581	ser_thr	FALSE
PKACA	PKACA	PRKACA	ser_thr	STK	AGC	P17612	KAPCA_HUMAN	X07767	CAA30597.1	ENSG00000288516;ENSG00000072062	ENST00000673550;ENST00000672035;ENST00000673186;ENST00000672536;ENST00000672938;ENST00000671776;ENST00000673216;ENST00000673013;ENST00000673347;ENST00000672657;ENST00000677971;ENST00000677951;ENST00000308677;ENST00000350356;ENST00000590853;ENST00000587372;ENST00000589994;ENST00000588209;ENST00000679067;ENST00000587533;ENST00000536649;ENST00000593092;ENST00000589284;ENST00000678736	ENSP00000309591	5566	749197451	OKHU2C	NM_001304349.1	NP_001291278.1	2GU8	111553	DIP-33878N	9606.ENSP00000309591	CHEMBL4101	DB07204	1476	PRKACA	125205	nan	53496	5566	R-HSA-111931	PRKACA	PRKACA	5566	HGNC:9380	ser_thr	FALSE
PKACB	PKACB	PRKACB	ser_thr	STK	AGC	P22694	KAPCB_HUMAN	M34181	AAA60170.1	ENSG00000142875	ENST00000370689;ENST00000370688;ENST00000370685;ENST00000470673;ENST00000370684;ENST00000436133;ENST00000446538;ENST00000432111;ENST00000450730;ENST00000370680;ENST00000413538;ENST00000417530;ENST00000394839;ENST00000467507;ENST00000610703;ENST00000614872;ENST00000610457;ENST00000370682;ENST00000394838	ENSP00000359716	5567	16740848	OKHUCB	NM_001242857.2	NP_001229786.1	nan	111554	nan	9606.ENSP00000359719	CHEMBL2918	DB12010	1477	PRKACB	125210	nan	3296	5567	R-HSA-111931	PRKACB	PRKACB	5567	HGNC:9381	ser_thr	FALSE
PKACG	PKACG	PRKACG	ser_thr	STK	AGC	P22612	KAPCG_HUMAN	M34182	AAC41690.1	ENSG00000165059	ENST00000377276	ENSP00000366488	5568	15619015	OKHUCG	NM_002732.3	NP_002723.2	nan	111555	nan	9606.ENSP00000366488	CHEMBL2743	nan	1478	PRKACG	33860173	nan	54009	5568	R-HSA-111931	nan	PRKACG	5568	HGNC:9382	ser_thr	FALSE
PKCA	PKCA	PRKCA	ser_thr	STK	AGC	P17252	KPCA_HUMAN	X52479	CAA36718.1	ENSG00000154229	ENST00000578063;ENST00000583361;ENST00000413366;ENST00000284384;ENST00000583775	ENSP00000408695	5578	189979	KIHUCA	NM_002737.2	NP_002728.1	2ELI	111564	DIP-531N	9606.ENSP00000408695	CHEMBL299	DB14001	1482	PRKCA	317373571	CPTAC-1615	53464	5578	R-HSA-111933	PRKCA	PKC_alpha	5578	HGNC:9393	ser_thr	FALSE
PKCB	PKCB	PRKCB	ser_thr	STK	AGC	P05771	KPCB_HUMAN	M13975	AAA60095.1	ENSG00000166501	ENST00000321728;ENST00000643927;ENST00000498058;ENST00000645517;ENST00000498739;ENST00000647422;ENST00000486868;ENST00000482000;ENST00000472066;ENST00000463752;ENST00000487674;ENST00000466124	ENSP00000318315	5579	22209072	KIHUC2	NM_002738.6	NP_002729.2	2I0E	111565	DIP-34187N	9606.ENSP00000305355	CHEMBL3045	DB14001	1483	PRKCB	20141488	CPTAC-1338	51855	5579	R-HSA-114516	PRKCB	PRKCB1	5579	HGNC:9395	ser_thr	FALSE
PKCD	PKCD	PRKCD	ser_thr	STK	AGC	Q05655	KPCD_HUMAN	L07860	AAA03176.1	ENSG00000163932	ENST00000478843;ENST00000394729;ENST00000330452;ENST00000652449;ENST00000477794;ENST00000650739;ENST00000487897;ENST00000464818;ENST00000650940;ENST00000654719;ENST00000651505	ENSP00000331602	5580	547803	S35704	NM_001316327.1	NP_001303256.1	1YRK	111566	DIP-29954N	9606.ENSP00000378217	CHEMBL2996	DB04376	1485	PRKCD	205371776	CPTAC-1743	58342	5580	R-HSA-111465	PRKCD	PRKCD	5580	HGNC:9399	ser_thr	FALSE
PKCE	PKCE	PRKCE	ser_thr	STK	AGC	Q02156	KPCE_HUMAN	X65293	CAA46388.1	ENSG00000171132	ENST00000421201;ENST00000306156;ENST00000462720;ENST00000480453;ENST00000476675;ENST00000467135;ENST00000472021;ENST00000497602;ENST00000485176;ENST00000489067;ENST00000394874;ENST00000469753;ENST00000480633;ENST00000498388;ENST00000494472	ENSP00000306124	5581	4164137	S28942	NM_005400.2	NP_005391.1	2WH0	111567	DIP-34186N	9606.ENSP00000306124	CHEMBL3582	DB11752	1486	PRKCE	400135	nan	58054	5581	R-HSA-114508	PRKCE	PRKCE	5581	HGNC:9401	ser_thr	FALSE
PKCG	PKCG	PRKCG	ser_thr	STK	AGC	P05129	KPCG_HUMAN	AF345987	AAK13533.1	ENSG00000126583	ENST00000479081;ENST00000474397;ENST00000263431;ENST00000419486	ENSP00000263431	5582	149243956	D24664	NM_001316329.1	NP_001303258.1	2.00E+73	111568	DIP-39795N	9606.ENSP00000263431	CHEMBL2938	DB12010	1484	PRKCG	462455	nan	51803	5582	R-HSA-111933	PRKCG	PRKCG	5582	HGNC:9402	ser_thr	FALSE
PKCH	PKCH	PRKCH	ser_thr	STK	AGC	P24723	KPCL_HUMAN	M55284	AAA60100.1	ENSG00000027075	ENST00000555185;ENST00000557294;ENST00000556778;ENST00000555542;ENST00000555906;ENST00000554835;ENST00000332981;ENST00000555082;ENST00000552875;ENST00000553830;ENST00000553831;ENST00000553726;ENST00000553265;ENST00000556164;ENST00000557585;ENST00000557473;ENST00000553889;ENST00000557559;ENST00000555604;ENST00000555233;ENST00000536400;ENST00000555628;ENST00000555110;ENST00000555382;ENST00000557599;ENST00000553846;ENST00000556245;ENST00000640011	ENSP00000329127	5583	311643920	A39666	NM_006255.4	NP_006246.2	2FK9	111569	DIP-44588N	9606.ENSP00000329127	CHEMBL3616	nan	1487	PRKCH	281185512	nan	4395	5583	R-HSA-114508	PRKCH	PRKCH	5583	HGNC:9403	ser_thr	FALSE
PKCI	PKCI	PRKCI	ser_thr	STK	AGC	P41743	KPCI_HUMAN	L18964	AAA60171.1	ENSG00000163558	ENST00000295797;ENST00000488541;ENST00000493761;ENST00000482353;ENST00000476635;ENST00000485837;ENST00000483697	ENSP00000295797	5584	453055617	A49509	NM_002740.5	NP_002731.4	1VD2	111570	DIP-31311N	9606.ENSP00000295797	CHEMBL2598	DB03777	1490	PRKCI	239938658	nan	55477	5584	R-HSA-1912408	PRKCI	PRKCI	5584	HGNC:9404	ser_thr	FALSE
PKCT	PKCT	PRKCQ	ser_thr	STK	AGC	Q04759	KPCT_HUMAN	L01087	AAA75571.1	ENSG00000065675	ENST00000263125;ENST00000397176;ENST00000539722;ENST00000610727	ENSP00000263125	5588	171848706	A45416	NM_001242413.2	NP_001229342.1	1XJD	111574	nan	9606.ENSP00000263125	CHEMBL3920	DB04522	1488	PRKCQ	20141582	nan	4008	5588	R-HSA-111465	PRKCQ	PRKCQ	5588	HGNC:9410	ser_thr	FALSE
